"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","108591","get started link","chromium","2026-06-03","passed","2026-06-03","","example1.spec.js","",""
